otherCatalogNumbers,extracted,nanodropConc,sequenced12S,sequencedCOI,catalogNumber,institutionCode,individualCount,basisOfRecord,preparations,typeStatus,taxonRank,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,eventRemarks,identificationQualifier,vernacularName,identifiedBy,identificationRemarks,associatedSequences,taxonRemarks,waterBody,locality,recordedBy,samplingProtocol,minimumDepthInMeters,continent,countryCode,country,stateProvince,county,decimalLatitude,decimalLongitude,geodeticDatum,eventDate
SEA0058,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Lipophrys,pholis,"(Linnaeus, 1758)",NA,NA,Shanny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0059,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Lipophrys,pholis,"(Linnaeus, 1758)",NA,NA,Shanny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0060,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Lipophrys,pholis,"(Linnaeus, 1758)",NA,NA,Shanny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0061,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Lipophrys,pholis,"(Linnaeus, 1758)",NA,NA,Shanny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0062,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Lipophrys,pholis,"(Linnaeus, 1758)",NA,NA,Shanny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0063,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Lipophrys,pholis,"(Linnaeus, 1758)",NA,NA,Shanny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0064,TRUE,54,,TRUE,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,"(Linnaeus, 1758)",NA,NA,Green shore crab,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0065,TRUE,44.9,,TRUE,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,"(Linnaeus, 1758)",NA,NA,Green shore crab,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0066,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,"(Linnaeus, 1758)",NA,NA,Green shore crab,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0067,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,"(Linnaeus, 1758)",NA,NA,Green shore crab,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0068,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,"(Linnaeus, 1758)",NA,NA,Green shore crab,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0069,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,"(Linnaeus, 1758)",NA,NA,Green shore crab,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0070,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,"(Linnaeus, 1758)",NA,NA,Green shore crab,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0071,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,"(Linnaeus, 1758)",NA,NA,Green shore crab,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0072,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,"(Linnaeus, 1758)",NA,NA,Green shore crab,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0073,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,"(Linnaeus, 1758)",NA,NA,Green shore crab,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0074,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,"(Linnaeus, 1758)",NA,NA,Green shore crab,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0075,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,"(Linnaeus, 1758)",NA,NA,Green shore crab,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2016-06-09
SEA0076,TRUE,,,,NA,NA,1,TissueSample,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,"(Linnaeus, 1758)",NA,NA,Salmon,Rupert A. Collins,"Fishmongers, ID uncertain",NA,NA,NA,NA,Rupert A. Collins,Fishmongers,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-30
SEA0077,TRUE,,,,NA,NA,1,TissueSample,EtOH,Other material,class,Animalia,Chordata,Chondrichthyes,NA,NA,NA,NA,NA,NA,NA,'Shark',Rupert A. Collins,"Fishmongers, ID uncertain",NA,NA,NA,NA,Rupert A. Collins,Fishmongers,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-30
SEA0078,TRUE,,,,NA,NA,1,TissueSample,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Pagellus,bogaraveo,"(Brünnich, 1768)",NA,NA,Red sea bream,Rupert A. Collins,"Fishmongers, ID uncertain",NA,NA,NA,NA,Rupert A. Collins,Fishmongers,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-30
SEA0079,TRUE,,,,NA,NA,1,TissueSample,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,maximus,"(Linnaeus, 1758)",NA,NA,Turbot,Rupert A. Collins,"Fishmongers, ID uncertain",NA,NA,NA,NA,Rupert A. Collins,Fishmongers,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-30
SEA0080,TRUE,,,,NA,NA,1,TissueSample,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,"(Linnaeus, 1758)",NA,NA,Cod,Rupert A. Collins,"Fishmongers, ID uncertain",NA,NA,NA,NA,Rupert A. Collins,Fishmongers,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-30
SEA0081,TRUE,,,,NA,NA,1,TissueSample,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Solea,solea,"(Linnaeus, 1758)",NA,NA,Dover sole,Rupert A. Collins,"Fishmongers, ID uncertain",NA,NA,NA,NA,Rupert A. Collins,Fishmongers,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-30
SEA0082,TRUE,,,,NA,NA,1,TissueSample,EtOH,Other material,genus,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Thunnus,NA,NA,NA,NA,Tuna,Rupert A. Collins,"Fishmongers, ID uncertain",NA,NA,NA,NA,Rupert A. Collins,Fishmongers,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-30
SEA0083,TRUE,,,,NA,NA,1,TissueSample,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Scomber,scombrus,"(Linnaeus, 1758)",NA,NA,Mackerel (smoked),Rupert A. Collins,"Fishmongers, ID uncertain",NA,NA,NA,NA,Rupert A. Collins,Fishmongers,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-30
SEA0084,TRUE,,,,NA,NA,1,TissueSample,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,"(Linnaeus, 1758)",NA,NA,Halibut,Rupert A. Collins,"Fishmongers, ID uncertain",NA,NA,NA,NA,Rupert A. Collins,Fishmongers,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-30
SEA0085,TRUE,323.9,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Lipophrys,pholis,"(Linnaeus, 1758)",NA,NA,Shanny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2017-02-24
SEA0086,TRUE,162.5,,,NA,NA,1,PreservedSpecimen,EtOH+Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Lipophrys,pholis,"(Linnaeus, 1758)",NA,NA,Shanny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2017-02-24
SEA0087,TRUE,405.1,,,NA,NA,1,PreservedSpecimen,EtOH+Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Lipophrys,pholis,"(Linnaeus, 1758)",NA,NA,Shanny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2017-02-24
SEA0088,TRUE,206.9,,,NA,NA,1,PreservedSpecimen,EtOH+Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Lipophrys,pholis,"(Linnaeus, 1758)",NA,NA,Shanny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2017-02-24
SEA0089,TRUE,133,,,NA,NA,1,PreservedSpecimen,EtOH+Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Lipophrys,pholis,"(Linnaeus, 1758)",NA,NA,Shanny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal mudflats, Dale",Rupert A. Collins,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7155,-5.1724,WGS84,2017-02-24
SEA0090,TRUE,77.4,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,asterias,"Cloquet, 1819",NA,NA,Starry smooth hound,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0091,TRUE,35.5,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,asterias,"Cloquet, 1819",NA,NA,Starry smooth hound,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0092,TRUE,74.9,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,"(Linnaeus, 1758)",NA,NA,Lesser spotted dogfish,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0093,TRUE,78.1,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,"(Linnaeus, 1758)",NA,NA,Lesser spotted dogfish,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0094,TRUE,125.4,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,clavata,"Linnaeus, 1758",NA,NA,Thornback ray,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0095,TRUE,84.3,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,clavata,"Linnaeus, 1758",NA,NA,Thornback ray,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0096,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,clavata,"Linnaeus, 1758",NA,NA,Thornback ray,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0097,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,clavata,"Linnaeus, 1758",NA,NA,Thornback ray,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0098,TRUE,22.5,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,platessa,"Linnaeus, 1758",NA,NA,Plaice,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0099,TRUE,10.1,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,platessa,"Linnaeus, 1758",NA,NA,Plaice,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0100,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,platessa,"Linnaeus, 1758",NA,NA,Plaice,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0101,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,platessa,"Linnaeus, 1758",NA,NA,Plaice,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0102,TRUE,81.5,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Solea,solea,"(Linnaeus, 1758)",NA,NA,Dover sole,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0103,TRUE,73.1,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Solea,solea,"(Linnaeus, 1758)",NA,NA,Dover sole,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0104,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Solea,solea,"(Linnaeus, 1758)",NA,NA,Dover sole,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0105,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Solea,solea,"(Linnaeus, 1758)",NA,NA,Dover sole,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0106,TRUE,52.7,TRUE,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Buglossidium,luteum,"(Risso, 1810)",NA,NA,Solenette,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0107,TRUE,118.1,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,merlangus,"(Linnaeus, 1758)",NA,NA,Whiting,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0108,TRUE,30.9,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,merlangus,"(Linnaeus, 1758)",NA,NA,Whiting,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0109,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,merlangus,"(Linnaeus, 1758)",NA,NA,Whiting,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0110,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,merlangus,"(Linnaeus, 1758)",NA,NA,Whiting,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0111,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,merlangus,"(Linnaeus, 1758)",NA,NA,Whiting,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0112,TRUE,156.6,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,flesus,"(Linnaeus, 1758)",NA,NA,Flounder,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0113,TRUE,61.8,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,flesus,"(Linnaeus, 1758)",NA,NA,Flounder,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0114,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,flesus,"(Linnaeus, 1758)",NA,NA,Flounder,Rupert A. Collins,NA,NA,NA,River Test,Five trawls upriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,12,Europe,GB,United Kingdom,England,Hampshire,50.908,-1.4639,WGS84,2017-06-13
SEA0115,TRUE,317.7,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,anguilla,"(Linnaeus, 1758)",NA,NA,European eel,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0116,TRUE,272.1,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,anguilla,"(Linnaeus, 1758)",NA,NA,European eel,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0117,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,anguilla,"(Linnaeus, 1758)",NA,NA,European eel,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0118,TRUE,109.1,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,"Linnaeus, 1758",NA,NA,Herring,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0119,TRUE,116.7,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,"Linnaeus, 1758",NA,NA,Herring,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
