otherCatalogNumbers,extracted,nanodropConc,sequenced12S,sequencedCOI,catalogNumber,institutionCode,individualCount,basisOfRecord,preparations,typeStatus,taxonRank,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,eventRemarks,identificationQualifier,vernacularName,identifiedBy,identificationRemarks,associatedSequences,taxonRemarks,waterBody,locality,recordedBy,samplingProtocol,minimumDepthInMeters,continent,countryCode,country,stateProvince,county,decimalLatitude,decimalLongitude,geodeticDatum,eventDate
SEA0163,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,sprattus,"(Linnaeus, 1758)",NA,NA,Sprat,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0164,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,sprattus,"(Linnaeus, 1758)",NA,NA,Sprat,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0165,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,sprattus,"(Linnaeus, 1758)",NA,NA,Sprat,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0166,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,sprattus,"(Linnaeus, 1758)",NA,NA,Sprat,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0167,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Aphia,minuta,"(Risso, 1810)",NA,NA,Transparent goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0168,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Aphia,minuta,"(Risso, 1810)",NA,NA,Transparent goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0169,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Aphia,minuta,"(Risso, 1810)",NA,NA,Transparent goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0170,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,"Linnaeus, 1758",NA,NA,Herring,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0171,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,"Linnaeus, 1758",NA,NA,Herring,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0172,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,"Linnaeus, 1758",NA,NA,Herring,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0173,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,paganellus,"Linnaeus, 1758",NA,NA,Rock goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0174,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,paganellus,"Linnaeus, 1758",NA,NA,Rock goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0175,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,paganellus,"Linnaeus, 1758",NA,NA,Rock goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0176,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Trisopterus,luscus,"(Linnaeus, 1758)",NA,NA,Pouting,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0177,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Trisopterus,luscus,"(Linnaeus, 1758)",NA,NA,Pouting,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0178,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Trisopterus,luscus,"(Linnaeus, 1758)",NA,NA,Pouting,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0179,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,niger,"Linnaeus, 1758",NA,NA,Black goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0180,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,niger,"Linnaeus, 1758",NA,NA,Black goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0181,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,niger,"Linnaeus, 1758",NA,NA,Black goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0182,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Liza,ramada,"(Risso, 1827)",NA,NA,Thin-lipped grey mullet,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0183,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Liza,ramada,"(Risso, 1827)",NA,NA,Thin-lipped grey mullet,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0184,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Liza,ramada,"(Risso, 1827)",NA,NA,Thin-lipped grey mullet,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0185,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Ciliata,mustela,"(Linnaeus, 1758)",NA,NA,Five-bearded rockling,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0186,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Ciliata,mustela,"(Linnaeus, 1758)",NA,NA,Five-bearded rockling,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0187,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Ciliata,mustela,"(Linnaeus, 1758)",NA,NA,Five-bearded rockling,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0188,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Taurulus,bubalis,"(Euphrasen, 1786)",NA,NA,Long spined sea scorpion,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0189,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Buglossidium,luteum,"(Risso, 1810)",NA,NA,Solenette,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0190,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,labrax,"(Linnaeus, 1758)",NA,NA,Bass,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0191,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,melops,"(Linnaeus, 1758)",NA,NA,Corkwing wrasse,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0192,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,melops,"(Linnaeus, 1758)",NA,NA,Corkwing wrasse,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0193,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Trachurus,trachurus,"(Linnaeus, 1758)",NA,NA,Horse mackerel,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0194,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,lucerna,"(Linnaeus, 1758)",NA,NA,Tub gurnard,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0195,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,flesus,"(Linnaeus, 1758)",NA,NA,Flounder,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station,Robin Somes | Rupert A. Collins,Power station impingement survey,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0196,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,genus,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Pomatoschistus,,,NA,NEED TO CHECK IDs,Common goby?,Rupert A. Collins,NA,NA,NA,River Gann,Gann Estuary at Dale lime kilns,Rupert A. Collins | Martin Genner,Seine,0.75,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7206,-5.1669,WGS84,2017-06-04
SEA0197,TO DO,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,"Risso, 1810",NA,NA,Sand smelt,Rupert A. Collins,NA,NA,NA,River Gann,Gann Estuary at Dale lime kilns,Rupert A. Collins | Martin Genner,Seine,0.75,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7206,-5.1669,WGS84,2017-06-04
SEA0198,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,"Risso, 1810",NA,NA,Sand smelt,Rupert A. Collins,NA,NA,NA,River Gann,Gann Estuary at Dale lime kilns,Rupert A. Collins | Martin Genner,Seine,0.75,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7206,-5.1669,WGS84,2017-06-04
SEA0199,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,"Risso, 1810",NA,NA,Sand smelt,Rupert A. Collins,NA,NA,NA,River Gann,Gann Estuary at Dale lime kilns,Rupert A. Collins | Martin Genner,Seine,0.75,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7206,-5.1669,WGS84,2017-06-04
SEA0200,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Ciliata,mustela,"(Linnaeus, 1758)",NA,NA,Five-bearded rockling,Rupert A. Collins,NA,NA,NA,River Gann,Gann Estuary at Dale lime kilns,Rupert A. Collins | Martin Genner,Seine,0.75,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7206,-5.1669,WGS84,2017-06-04
SEA0201,TO DO,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sparus,aurata,"Linnaeus, 1758",Voucher direct in EtOH tube,"Tiny fish, ID uncertain",Gilthead sea bream,Rupert A. Collins,NA,NA,NA,River Gann,Gann Estuary at Dale lime kilns,Rupert A. Collins | Martin Genner,Seine,0.75,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7206,-5.1669,WGS84,2017-06-04
SEA0202,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Taurulus,bubalis,"(Euphrasen, 1786)",Voucher direct in EtOH tube,NA,Long spined sea scorpion,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-03
SEA0203,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Ciliata,mustela,"(Linnaeus, 1758)",NA,NA,Five-bearded rockling,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-03
SEA0204,TO DO,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,gunnellus,"(Linnaeus, 1758)",Voucher direct in EtOH tube,NA,Butterfish,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-03
SEA0205,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,genus,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Pomatoschistus,,,NA,NEED TO CHECK IDs,Common goby?,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-03
SEA0206,TO DO,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Coryphoblennius,galerita,"(Linnaeus, 1758)",NA,NA,Montagu's blenny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-03
SEA0207,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Coryphoblennius,galerita,"(Linnaeus, 1758)",NA,NA,Montagu's blenny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-03
SEA0208,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Coryphoblennius,galerita,"(Linnaeus, 1758)",NA,NA,Montagu's blenny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-03
SEA0209,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Coryphoblennius,galerita,"(Linnaeus, 1758)",NA,NA,Montagu's blenny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-03
SEA0210,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,gunnellus,"(Linnaeus, 1758)",NA,NA,Butterfish,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
SEA0211,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,gunnellus,"(Linnaeus, 1758)",NA,NA,Butterfish,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
SEA0212,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,gunnellus,"(Linnaeus, 1758)",NA,NA,Butterfish,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
SEA0213,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,gunnellus,"(Linnaeus, 1758)",NA,NA,Butterfish,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
SEA0214,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,gunnellus,"(Linnaeus, 1758)",NA,NA,Butterfish,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
SEA0215,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,gunnellus,"(Linnaeus, 1758)",NA,NA,Butterfish,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
SEA0216,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,gunnellus,"(Linnaeus, 1758)",NA,NA,Butterfish,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
SEA0217,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,gunnellus,"(Linnaeus, 1758)",NA,NA,Butterfish,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
SEA0218,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,gunnellus,"(Linnaeus, 1758)",Voucher direct in EtOH tube,NA,Butterfish,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
SEA0219,TO DO,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Nerophis,lumbriciformis,"(Jenyns, 1835)",NA,NA,Worm pipefish,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
SEA0220,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Nerophis,lumbriciformis,"(Jenyns, 1835)",NA,NA,Worm pipefish,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
SEA0221,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Nerophis,lumbriciformis,"(Jenyns, 1835)",NA,NA,Worm pipefish,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
SEA0222,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,paganellus,"Linnaeus, 1758",NA,NA,Rock goby,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
SEA0223,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Coryphoblennius,galerita,"(Linnaeus, 1758)",Voucher direct in EtOH tube,NA,Montagu's blenny,Rupert A. Collins,NA,NA,NA,Milford Haven,"Intertidal rocks, Castlebeach Bay, Dale",Rupert A. Collins | Martin Genner,Hand net,0,Europe,GB,United Kingdom,Wales,Pembrokeshire,51.7016,-5.1576,WGS84,2017-06-07
